1768	0.1139039	0.09990339
1768.001	0.1138664	0.1000314
1768.002	0.1137801	0.1001062
1768.003	0.1136621	0.1001221
1768.004	0.1135436	0.1000926
1768.005	0.1134607	0.1000439
1768.006	0.1134414	0.1000026
1768.007	0.1134953	0.09998343
1768.008	0.1136089	0.09998124
1768.009	0.1137481	0.09997174
1768.01	0.1138701	0.0999208
1768.011	0.1139378	0.09979951
1768.012	0.1139351	0.09960009
1768.013	0.1138754	0.09934565
1768.014	0.1138	0.09908913
1768.015	0.113766	0.09890036
1768.016	0.1138264	0.09884424
1768.017	0.1140093	0.09895722
1768.018	0.1143032	0.09922998
1768.019	0.1146539	0.09960357
1768.02	0.1149762	0.09998151
1768.021	0.1151772	0.1002559
1768.022	0.1151859	0.1003401
1768.023	0.1149776	0.1001969
1768.024	0.1145877	0.09985406
1768.025	0.1141068	0.09939994
1768.026	0.1136587	0.09896056
1768.027	0.1133673	0.09866343
1768.028	0.1133207	0.09859965
1768.029	0.1135446	0.0987956
1768.03	0.1139923	0.09920326
1768.031	0.1145559	0.09971286
1768.032	0.1150951	0.1001838
1768.033	0.1154746	0.1004849
1768.034	0.1156007	0.1005315
1768.035	0.1154451	0.1003085
1768.036	0.11505	0.0998731
1768.037	0.1145134	0.09933654
1768.038	0.1139595	0.09883117
1768.039	0.1135052	0.09847378
1768.04	0.1132295	0.09833529
1768.041	0.113158	0.09842588
1768.042	0.1132629	0.09869859
1768.043	0.1134787	0.09906835
1768.044	0.1137259	0.09943972
1768.045	0.1139362	0.09973414
1768.046	0.1140694	0.09990831
1768.047	0.1141197	0.09995979
1768.048	0.1141091	0.09991954
1768.049	0.1140741	0.09983594
1768.05	0.1140489	0.09975657
1768.051	0.1140532	0.09971396
1768.052	0.114087	0.09971946
1768.053	0.1141339	0.09976504
1768.054	0.1141699	0.09983194
1768.055	0.114174	0.09990058
1768.056	0.114136	0.09995843
1768.057	0.114059	0.1000027
1768.058	0.113956	0.1000381
1768.059	0.1138433	0.1000711
1768.06	0.1137332	0.1001044
1768.061	0.1136304	0.1001343
1768.062	0.113532	0.1001516
1768.063	0.1134327	0.1001467
1768.064	0.113331	0.1001155
1768.065	0.1132345	0.1000635
1768.066	0.113161	0.1000064
1768.067	0.1131346	0.09996621
1768.068	0.1131774	0.09996356
1768.069	0.1133002	0.1000099
1768.07	0.1134958	0.1001018
1768.071	0.1137371	0.1002205
1768.072	0.1139819	0.1003366
1768.073	0.1141836	0.1004187
1768.074	0.1143036	0.1004431
1768.075	0.114322	0.1004014
1768.076	0.1142433	0.1003033
1768.077	0.1140947	0.1001725
1768.078	0.1139182	0.1000393
1768.079	0.1137575	0.0999301
1768.08	0.1136467	0.09985958
1768.081	0.1136016	0.09982629
1768.082	0.113617	0.09981436
1768.083	0.1136719	0.09980044
1768.084	0.1137383	0.09976277
1768.085	0.1137912	0.09968957
1768.086	0.1138175	0.09958389
1768.087	0.1138193	0.09946323
1768.088	0.1138111	0.09935403
1768.089	0.1138135	0.09928243
1768.09	0.1138434	0.0992651
1768.091	0.1139071	0.09930362
1768.092	0.113997	0.09938368
1768.093	0.1140942	0.09947979
1768.094	0.1141749	0.09956392
1768.095	0.1142193	0.09961498
1768.096	0.1142191	0.09962605
1768.097	0.1141815	0.09960668
1768.098	0.1141267	0.09957943
1768.099	0.1140819	0.09957186
1768.1	0.1140704	0.09960629
1768.101	0.1141037	0.09969118
1768.102	0.114175	0.09981665
1768.103	0.1142605	0.09995632
1768.104	0.1143256	0.1000749
1768.105	0.1143356	0.1001392
1768.106	0.1142677	0.1001289
1768.107	0.1141192	0.1000443
1768.108	0.1139107	0.09990727
1768.109	0.1136817	0.09975637
1768.11	0.1134801	0.0996356
1768.111	0.1133489	0.0995819
1768.112	0.1133136	0.09961438
1768.113	0.1133747	0.09972861
1768.114	0.113507	0.09989812
1768.115	0.1136669	0.1000825
1768.116	0.1138049	0.1002393
1768.117	0.1138793	0.1003371
1768.118	0.1138685	0.1003638
1768.119	0.1137767	0.1003301
1768.12	0.1136316	0.1002652
1768.121	0.113476	0.100207
1768.122	0.1133547	0.10019
1768.123	0.1133013	0.1002347
1768.124	0.1133285	0.1003413
1768.125	0.1134251	0.1004897
1768.126	0.1135604	0.100646
1768.127	0.1136939	0.1007726
1768.128	0.1137872	0.1008386
1768.129	0.1138152	0.1008279
1768.13	0.1137736	0.1007432
1768.131	0.1136788	0.1006036
1768.132	0.1135629	0.1004384
1768.133	0.113463	0.1002779
1768.134	0.1134103	0.1001449
1768.135	0.1134207	0.100049
1768.136	0.1134896	0.09998502
1768.137	0.1135935	0.09993599
1768.138	0.1136962	0.09987863
1768.139	0.1137585	0.09979078
1768.14	0.113749	0.09965818
1768.141	0.113653	0.09947884
1768.142	0.1134767	0.09926455
1768.143	0.1132471	0.09903888
1768.144	0.1130053	0.09883247
1768.145	0.1127979	0.09867649
1768.146	0.1126657	0.0985954
1768.147	0.1126343	0.09860118
1768.148	0.1127077	0.09868991
1768.149	0.1128679	0.09884194
1768.15	0.1130789	0.09902595
1768.151	0.1132957	0.09920632
1768.152	0.1134755	0.09935224
1768.153	0.1135878	0.09944588
1768.154	0.1136218	0.09948763
1768.155	0.1135875	0.09949583
1768.156	0.1135121	0.09950112
1768.157	0.1134304	0.09953629
1768.158	0.1133743	0.09962461
1768.159	0.113363	0.09977038
1768.16	0.1133981	0.0999554
1768.161	0.1134641	0.100143
1768.162	0.1135355	0.1002893
1768.163	0.1135878	0.1003591
1768.164	0.1136079	0.1003396
1768.165	0.113601	0.1002485
1768.166	0.1135906	0.1001325
1768.167	0.1136108	0.1000537
1768.168	0.1136931	0.1000699
1768.169	0.1138526	0.1002129
1768.17	0.1140769	0.1004732
